PersonId,NumOrgs,NumPrivateOrgs,NumProjects,TotalMoney,PrivateMoney
00E37CFD-D025-4C5B-AEE1-8643CEEEC910,2,0.775590387003,4,0.250788065E7,243136.01548635442
00E7FA36-3E81-4A77-9AFE-2470064E8E22,30,13.57205907266,12,0.1295730628732E8,1118549.192709857
00E96E54-BAAB-47EE-8575-BC7135D22DF0,10,6.028005944527001,1,0.688076313E7,4147728.1050522216
00ECDD3F-DE95-4E2C-85C6-A73578A9256E,41,17.652670246194997,20,0.6258189248E7,166790.56742577447
00F05127-579E-49D3-9574-14EDFD892A84,1,0.62,1,0.25E6,155000.0
00F0A2DD-1FFA-474B-877D-2007CDA98925,11,6.191926724587,1,0.393491792E7,2214974.857082208
00F31C2D-A040-4154-B2C1-756C735654E5,3,1.168954909354,2,0.9592367E6,175385.322739506
00F32F4E-9F52-4C37-8D76-BEB3ECC98BA7,2,0.520797898819,1,0.472552762E6,123052.24276535749
00F3B6A2-91D2-4993-98E3-301C6E243BFC,2,1.24,2,0.2541784E5,7879.5304
00F59590-07CD-44C6-AEFD-33E298C6D0A4,39,21.535968558544997,8,0.22927993372E8,2300506.0814558966
00F787FD-AE3C-4693-8B01-FF62C3FACB6E,2,0.548954909354,1,0.1497856E7,411127.7023526725
00F7F33A-FAF1-4157-9149-874AE74655CC,21,12.478216109713998,2,0.7992403256E7,2867593.8043935793
00F9FE3E-809C-4303-BDF2-3A6A135DF798,2,0.889149779139,1,0.47021887E6,209047.50220374507
00FBFA0A-28D1-451D-8976-D893885377A2,2,0.9012993648509999,2,0.1553792E6,35010.79356776412
00FCF4CF-F802-4578-87E1-3E76AB4E66E8,4,1.7881439093530003,2,0.125461997E7,225570.03603473795
00FD569F-C47D-4E71-A66F-E3EAC3FB46EF,3,1.395590387003,3,0.159999422E7,249641.748738909
00FD6AA2-05F7-496D-B825-61F2CD8CDD16,29,13.187782144197996,7,0.3438244E7,329213.05649912916
010022E6-923E-4F80-9189-D395D20A715B,2,0.671773879465,1,0.8123678E5,27286.37342792236
01009597-F3DB-4CBA-AF28-813A303FD204,5,2.166305512673,6,0.659224007E7,553561.7852165776
010654D6-6F82-40BD-AB54-035CD9C38657,2,0.774354657225,2,0.555434E6,108272.2262549897
010955BC-11C5-4A7D-BEBF-030F71FB4CCD,3,1.40744652104,1,0.35579469E6,166920.66621500175
010A5BF0-4AC9-419A-878C-7C5DE5C34A4B,3,1.922020906726,1,0.890232E5,57034.81719455001
010AC975-5C74-44C8-8F57-AE8358C590B6,21,11.943358183483001,5,0.1321759149E7,98582.07477745067
010B375A-8C9F-4648-94D0-B03B06B49115,2,0.758772991077,1,0.14013E5,5316.342961981
010C9DB6-7499-4FC4-B4B4-D3AD7CE49BAB,2,0.58738580356,1,0.1051E5,3086.7123977078
010E928F-B356-4317-84FB-CDEF439A5FAD,17,9.30450787637,1,0.270899661E7,1423743.0069857968
010F8C34-A07D-4A02-B296-D951D3D3FD13,13,8.747664524092,1,0.74072712E6,498433.25766591064
01105AE6-1169-4584-A057-83FABF4CEC48,7,3.270360748335,8,0.1267265786E8,724119.9510142324
0110DC90-570B-4FB6-9BEE-CFC4FC378FA5,5,2.250947190921,7,0.65882117E6,40124.702373965774
011356B6-F3DF-4BF1-915D-AE3EF2063911,4,1.650161066736,6,0.2971185292E7,192286.34831452766
0117E437-AAC0-4991-BEB0-F7D7FE4C67BE,4,1.8946281338389999,1,0.3999464E6,189437.42536690657
01187BF8-3312-4A57-BFD2-3A7B8B0725D2,92,55.07284213110496,7,0.113463150664E8,2779854.282647349
0118ABC1-4FD5-4153-9FE6-4931ECA62B9E,3,1.551577582467,1,0.925472498E6,478647.4603621785
0119309C-85A9-40C0-ADC8-3F1F2C49FE65,2,0.775590387003,1,0.21724232E6,84245.52752111478
011CECBD-3FFE-44CA-BE7E-9095AD7497D0,2,0.9315775824670001,1,0.18963004E6,88327.54711316027
011E1986-5FAB-420A-A0AF-EE2D56F2278D,2,1.24,1,0.1E5,6200.0
011E8EF5-72F6-481A-8D18-D3F53DE2BD1F,2,0.9012993648509999,1,0.25521E5,11501.030545181184
011FEFCD-5E3C-478B-B803-89A10EC4ECEE,10,6.195978220066001,1,0.4214086858E7,2611039.0389634366
01217DAD-B0CD-4CBA-BFBF-7986BAB25044,2,0.707641017735,4,0.2499611882E7,221103.48701512234
01241B31-8765-49D1-BADA-AA32B94C495B,3,1.640371784473,1,0.3208174E6,175419.9369759961
0126E7C8-9B5F-43AF-8956-BD8E099CF807,2,0.9012993648509999,1,0.21382604E6,96360.63702030225
012909AD-BACE-4B75-84BB-AB67835DF926,2,0.517546624955,2,0.752331532E6,97341.66130845614
012A03CB-0080-4B11-899F-8F4FB1F9272A,2,0.775590387003,1,0.1515374E5,5876.547535571421
012BDD8B-D6AA-42E0-9455-30F0A9533B24,2,0.9012993648509999,2,0.38870076E6,76612.83750170033
012DCA18-8973-477C-998A-D39E8C04796B,2,0.775590387003,1,0.1796846E5,6968.082422623962
01314883-A256-4994-9EC7-8C50F1A80FC7,2,1.060591664981,1,0.24435876E6,129582.43206054631
0133B93A-8D35-40BB-B0DC-A0C8DECD487A,2,0.877586932402,1,0.8071376E5,35416.670520515625
01354823-3A8B-4A30-AED0-28A22B4B0E2E,17,10.497973635900998,6,0.5382704552E7,775109.1754907721
01363991-E2BD-4DC2-A6AE-20BAD88C436F,3,1.395590387003,4,0.628161638E6,88036.36545895989
0139E6A1-D48E-4F2D-BD41-C0F8B84DE20B,4,1.8198712383259998,2,0.1186784334E6,26636.367823081706
013DC3EF-B31F-42E6-B402-47A9A0BFAC0D,5,2.14910179598,3,0.104227378E7,100129.5535389581
013E99EC-34E9-44E3-ACC4-66DDE041120C,3,1.274864268235,1,0.30650954E6,130252.68680638215
013EE27A-221B-4B7F-970C-90140ABDD305,2,0.758819541684,2,0.45531E5,8637.453138103552
013EFA4D-1E7F-4027-A491-D3CD0F2B3313,2,1.176531139823,1,0.402998254E6,237069.99756264946
013F6F3F-C8E9-4F3E-A98B-39487671AEA0,7,3.3866823049990002,3,0.54205771E6,87370.7909897466
01427DB4-9763-457C-AB92-02640214B6BF,2,0.7121215268259999,1,0.2428906E5,8648.38124618416
01455610-6963-4E1C-8078-032704AF1277,6,2.9240881754789996,2,0.446884E6,108894.01835089644
014670DB-A561-4E98-B43C-445BFC3166F1,3,0.931180774006,2,0.87063106E6,135119.15072074404
01478514-975B-4C23-A8CC-65E12F8AE90D,2,0.9012993648509999,1,0.42178748E7,1900783.939130519
01495AF4-EB9C-4669-BFF0-C6D811477C23,3,0.909434947968,2,0.63934134E6,104193.64786738949
014A05AA-57A2-4C89-9868-7189215B7B94,2,0.775590387003,1,0.2184213E6,84702.73029834917
014A4D28-98AD-498C-8331-30C929EB06DF,2,0.9012993648509999,1,0.399473152E6,180022.44908631349
014A6AA5-FFC5-47FC-8685-06D354D6BFF6,5,1.832480138857,1,0.41474262E6,152001.52277750318
014B0633-356D-40C3-A6C9-3E0D3B3F6F58,2,0.717781852968,1,0.27264E5,9784.802219659776
014C2036-1785-4EB6-900D-589E525DB204,2,0.775590387003,1,0.385043E6,149317.82469139807
014C3569-CDB3-4FCA-BE15-3A0CED9F53BC,3,1.030161066736,4,0.121310366E7,114949.65022358338
014DF0B8-E02B-4742-865A-E4DEEA51BCD0,5,1.8885709510520001,1,0.21131506E6,79816.6967671621
01522FFC-BE97-4B00-8984-2ACD770F9651,1,0.947328182049,3,0.55E6,173676.83337565
0152DAFF-F5B0-4340-8214-882D05850666,14,6.520052053628,1,0.239527E6,111552.0363035253
0154538D-D703-48AA-9A5F-47C7AC13AD48,2,1.119972043367,1,0.1846347E5,10339.285111772651
0154872D-9237-444D-A0C5-D89105F335A5,2,0.41856633222500006,1,0.55219693E6,115565.52182800256
0155E04C-A77C-442D-ABD2-44D09FD81103,10,3.578455316974,3,0.3667055E7,553015.1587854597
015731E7-AEBD-4CBD-AD77-8071949C2F52,2,1.1428038220499999,2,0.1697335492E7,484930.3718896792
01580066-69BF-4DDA-9AC1-EF7E4719585C,7,2.6566557823570003,2,0.49799047E6,93007.88100437165
01588174-F471-4D52-90BD-C7D1FE00F2E6,4,1.790898406767,3,0.102054045E7,115983.47707861669
015AE834-C6E6-4F2C-AB8C-9F1DF46DEB2E,3,2.041741063279,1,0.215398E6,146595.64718272333
015CCE8A-E88D-499B-97E2-CB7F55C51AB4,2,0.894515175155,2,0.69097995E6,154523.0127507108
015D253A-87C9-4683-9D38-890959EB5EA5,2,0.6331105638360001,1,0.668144414E6,211504.64333570693
015DCFEE-28EB-439C-988A-2F1EAE853B70,2,0.8566694030019999,1,0.53376488E6,228630.02054651707
015E2987-B1EF-4689-9226-194DECE59E39,3,1.385430439291,2,0.33430103E6,68522.85868982127
015E443A-1932-4A74-9823-FC12FC5F3D17,2,0.6808662351679999,2,0.33252693E6,56601.589730268264
015EEFBC-90DC-4E3A-B74B-2DA50F293BB9,2,0.43796408864900005,1,0.22689E5,4968.483603678581
016007D4-5ECD-4DB5-8222-0C7A1CB908E7,5,2.6489681320900003,1,0.798776878E6,423186.89889446844
0161962B-BB09-4E8C-A7E9-570FF7C26938,69,41.596238790554985,1,0.584788719E7,3501587.4351483257
01634C29-84F3-4FFE-A9F3-B297120A6393,2,0.666354182181,1,0.36170566E6,120512.03962976941
0164C112-3680-4FAB-8FB4-83B05A40DCF9,5,3.1976210474899998,3,0.350317998E7,517068.44068807946
0167EB00-FE8F-494A-91DC-3E15BD8F0A10,3,1.395590387003,2,0.98926556E6,208670.24858582788
0168C37B-9794-4D20-ADB4-34822EEB041E,12,4.45659039256,4,0.3515051786E7,417921.79692209617
01695B03-3063-4D11-938F-9971DA803B71,6,1.98807052586,6,0.12611412124E8,603816.4001540851
016DD924-3785-46F1-9A55-219787DEC27A,2,0.874570679733,1,0.19955175E6,87261.05481970483
016E134A-7D93-4C97-9141-72027BE12789,4,1.769207178278,2,0.57978571E6,127924.33807853046
016FF124-4728-46AD-B334-F8255F9CDDBA,7,3.0218316014520004,11,0.4469749772E7,138011.93107174808
0172D946-965E-477F-92AF-D24CC23F1D58,2,1.015241293923,2,0.112113032E6,26355.579917770232
017CFC3C-A1FA-471E-9768-58C9551B4360,3,1.494570679733,2,0.949423348E6,207584.45570368515
017CFF1C-2D1C-4548-BFCE-387CAC6E0144,4,1.658566332225,2,0.193618582E6,27569.682337958653
018017E6-7340-4B7C-B020-7DE7C105B5AE,6,3.194913482946,3,0.19314518332E7,318707.1081012086
0180270E-4D27-4B1D-838E-7C64B46D9D1E,2,0.9012993648509999,1,0.1540191E7,694086.5850246132
01809366-48E2-443E-B2CF-64CB4B1D78C5,87,46.068870357227965,3,0.7197177954E7,2116266.797348231
01826C2B-0F67-4BCC-923B-A715B729ADF7,7,3.796444093731,9,0.104653515498E8,627703.4385824478
01840490-3E15-4DEB-B0D0-CA9F7E00F988,3,1.4162360555359998,1,0.15798E5,7457.899068452575
01844EE2-514D-46A1-A5C3-E99BAEFBAFE9,2,0.719447607919,1,0.6457677E5,23229.801351817718
0184715A-DC5E-420B-9C2A-C65E78C31AC3,2,0.877586932402,1,0.1496448E5,6566.316049095541
018491CF-205E-4F0D-889E-A45945D01FEF,2,0.775590387003,1,0.19661914E6,76247.95744239852
01882632-1970-4184-993E-B00468A3E9E0,4,1.998819541684,2,0.4400778832E7,1060142.1702875881
018907BD-BA5F-472F-AEDD-B11643137D9A,3,1.6986082995610001,1,0.74905E4,4241.141822620557
018A0E35-4EB7-4B54-98FB-B95E6466DBD1,2,0.6331105638360001,1,0.2E4,633.1105638360001
018A6FFF-D1C6-4FA6-A4D3-E11196E521F9,18,10.486631736561998,4,0.16217238E7,193873.96926312728
018DFB97-8E48-4556-AE64-1B9CC1C20FF1,5,1.583868278379,5,0.510131097E7,298719.84891082183
018E6E20-608F-4383-BBC0-D8EAFC315577,10,5.262349011661,3,0.2031694038E7,324729.1156276486
019236EC-EB5F-4DD9-988D-694DC5A11FE8,2,0.570876127361,1,0.16179E5,4618.10243228681
0193A8B5-2736-4459-8786-43161534468A,5,2.504939210189,1,0.130974543E7,656166.5365945704
01984DEA-F76C-4110-8496-DC3978AFFC4D,2,0.675075529406,1,0.28678283E6,96800.03539340045
019AFA9A-2CDF-451A-8FEB-CB065D98D09A,4,1.510450390741,2,0.1691031E5,3695.1324988899464
019BC5F8-AB84-4B4F-B15F-05A0F9A98A40,2,0.810095614033,2,0.59718625E6,120944.49047145367
019EBDCE-E51F-459F-8494-9A48079CB55D,5,1.919310845875,3,0.182460456E7,239169.09406201867
019F0AD7-A4A1-44B5-A031-725A495A4C77,2,0.775590387003,1,0.25073E5,9723.188886663109
01A2B752-F82F-4F2F-B246-458D6E5D872D,7,2.372457627521,2,0.52564785907E7,716568.6855715377
