ProjectId,SumPrivateScore,NumOrganisations
000423DA-5A37-4E62-A698-703985CD4E6E,0.8747727866139999,2
000424B1-378E-4AB6-BAEC-CD8607AE08A9,1.034017854619,2
00053689-2879-4985-8E5C-4A3169D6CDE8,0.197915496653,1
000904BF-E6D8-42DC-A76B-5F22A58BEB1D,1.24,2
000AB613-BE39-47D0-810B-D6008F9501BC,0.714201807588,2
000AF7A4-4114-499C-AB4F-A0DD1419E623,0.723286444465,2
000C62E5-3074-400E-886A-CAC4466FF536,0.972188711876,2
000D8D40-8BAE-4533-8A16-31730ABCB93D,1.104116150373,2
000E3525-5B75-4935-BA4D-A87366270A15,0.888900253619,1
000F23F5-C960-44E1-BC10-759340DF5F2D,3.025242584444,6
000FD4D4-FF5E-40A7-9542-B666465C0D93,7.944722385136001,20
0010954E-EC19-485C-AC4D-082C8304CFC4,0.334773360776,1
001A5DCA-B484-4621-9EDA-5B51FF7E11A3,2.356319542493,4
001BA9FE-0C5D-4028-8E75-59A35213231C,0.577695990868,2
001F6D8F-232D-4810-B55C-BC5A242534E6,0.103286444465,1
0022AF13-54E8-4A13-99CB-75CCBFA28567,0.689524472361,2
0023CCB9-6475-401D-BF42-CA9DE052954A,0.62,1
002425D8-1577-41C1-8565-1009E2CF4434,1.937235170619,2
00253E91-5B69-41D4-A102-2CD700F98167,1.68622936743,3
0025AD76-1767-40C6-A02D-50C8C7A5FDFB,0.197915496653,1
0026165E-4259-48BA-A47C-BD31B9E1E66F,0.776826911133,2
00291FEF-ED5D-42AE-AF73-6FD787F6CB3F,0.8437428033159999,2
002B3773-C3F7-4846-95C4-14CC5446B177,1.582942922965,2
002D6DAE-0B99-404C-BE75-AF557346CC5D,1.4434293130499998,3
002EE10A-D82C-4920-AE6E-3EB1B169430A,0.714201807588,2
002FFCC0-D3B2-4D2D-B80E-BF94631DC31C,1.7031391709910002,3
0031D411-049F-444F-B63F-B8F0038CDF23,0.660566124544,2
00347E00-1E85-4583-8EC1-B85567046628,0.938164252882,2
0035091B-D9F2-4369-BC14-586A6C75844C,4.141091537565,9
003B1009-B01A-4FBC-989A-CC929D6B15D9,0.853080845076,1
003BCBB3-AFAC-45D8-867F-90DECEFC3C5D,0.5698152477180001,2
003CE49A-435D-46F2-82DF-7D8D01AEA0A5,0.863834527491,2
003D0B45-348C-4103-BAA6-0FE32A187F8A,2.8188809109440003,3
003DFAB3-8911-4D63-808C-61460AE29B1A,0.890418260265,1
003FC07B-F51C-4C7F-AC1B-B2FBB42FD954,1.166860918367,5
003FD6E5-B103-4384-970D-B280F8EB6051,0.817915496653,2
00429F22-BDD2-4671-AE41-B2EF06FB5BE0,0.624979991177,2
004347BF-CF16-49B3-AD02-3CFD353D58A9,0.723286444465,2
00438D5A-314A-4B28-91DD-2E708D91D310,0.854496017071,2
00495FF9-6EFC-485C-B1A0-C11523CB567F,1.32648095953,2
005714CA-CC17-43A9-8A90-AE69E32AACCB,0.525355008379,1
0058FACA-E792-4269-B663-D1173739A171,0.62,1
0059937E-8AE0-40D5-A7A3-689492065854,0.62,1
005BE797-D20E-4965-A19F-D5A0338C2A0A,0.794943852466,2
005E9D1E-44C1-4F2C-BCDA-A3229F5BE382,0.853730171589,2
0060D6DF-A22A-40DA-B315-46E768017BED,0.58992465049,2
006A3D82-6739-437F-B02E-7691D1C54D9A,3.9115480437920005,5
006B0118-593A-4423-B43E-9C898AF29C5B,4.641985545244,6
006B26C9-9698-4D00-A813-15DCA338F1EC,0.5708176322999999,2
006DC511-2A02-448F-B5A6-D2B3007C1A93,0.78108650034,2
006F8218-3F5C-4631-944F-86C99705C76D,0.62,1
